,Unnamed: 0,Company,TypeName,Inches,Ram,OpSys,Weight,Price,processor_speed,processor_series,cpu_brand,full_hd,touchscreen,panel_type,screen_width,screen_height,gpu_brand,gpu_series,gpu_model,ssd_gb,hdd_gb,is_flash_storage
179,185,Dell,Notebook,17.3,16,Windows 10,3,82531,1.8,Core i7,Intel,1,1,0,1920,1080,Nvidia,GeForce 150MX,150MX,512,0,0
180,186,Dell,Notebook,15.6,16,Windows 10,2,127712,2.8,Core i7,Intel,0,1,0,3840,2160,Nvidia,GeForce GTX,1050,512,0,0
181,187,Lenovo,Gaming,15.6,8,No OS,2,41505,2.5,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1050,256,0,0
182,188,Acer,Ultrabook,13.3,8,Windows 10,1,52694,1.2,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,615,256,0,0
183,189,Dell,Notebook,17.3,8,Windows 10,3,57809,1.8,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,128,1024,0
184,191,Vero,Notebook,14.0,4,Windows 10,1,13853,1.1,Celeron Dual,Intel,1,0,1,1920,1080,Intel,HD Graphics,500,0,0,1
185,192,Xiaomi,Ultrabook,13.3,8,No OS,1,53275,2.5,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce MX150,MX150,256,0,0
186,193,Lenovo,Notebook,17.3,8,No OS,3,37189,1.6,Core i5,Intel,0,0,0,1600,900,Nvidia,GeForce MX150,MX150,256,0,0
187,194,Dell,2 in 1 Convertible,13.3,8,Windows 10,2,44702,1.8,Core i7,Intel,1,1,1,1920,1080,Intel,UHD Graphics,620,0,1024,0
188,195,HP,Notebook,17.3,8,Windows 10,3,48698,1.6,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce 930MX,930MX,0,1024,0
189,196,Razer,Gaming,17.3,32,Windows 10,3,324955,2.9,Core i7,Intel,0,1,0,3840,2160,Nvidia,GeForce GTX,1080,1,0,0
190,197,HP,Notebook,13.3,8,Windows 10,1,51096,1.6,Core i5,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,512,0,0
191,198,HP,Gaming,17.3,16,Windows 10,3,73473,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1050,256,1024,0
192,199,HP,Notebook,17.3,8,Windows 10,3,55678,1.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 930MX,,256,0,0
193,200,Dell,Gaming,15.6,16,Windows 10,3,98302,2.8,Core i7,Intel,0,0,1,3840,2160,Nvidia,GeForce GTX,1060,512,1024,0
194,201,Lenovo,Notebook,15.6,4,Windows 10,2,26267,2.3,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,520,128,0,0
195,202,Acer,Notebook,15.6,8,Windows 10,2,39534,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 940MX,940MX,0,1024,0
196,203,Lenovo,Gaming,15.6,16,Windows 10,3,93187,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,512,1024,0
197,204,Dell,Workstation,15.6,16,Windows 10,3,162770,3.0,Xeon E3-1505M,Intel,0,0,0,3840,2160,Nvidia,Quadro M1200,M1200,256,1024,0
198,205,Lenovo,Gaming,15.6,16,No OS,2,74485,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1060,512,0,0
199,206,Dell,Notebook,15.6,6,Windows 10,2,23390,2.4,Core i3,Intel,0,1,0,1366,768,Intel,HD Graphics,620,0,1024,0
200,207,Dell,Ultrabook,13.3,8,Windows 10,1,103843,1.8,Core i7,Intel,0,1,1,3840,2160,Intel,UHD Graphics,620,256,0,0
201,208,Dell,Ultrabook,13.3,8,Windows 10,0,77203,1.8,Core i7,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,256,0,0
202,210,Acer,Notebook,15.6,8,Linux,2,41505,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,0,1024,0
203,211,Asus,Gaming,17.3,16,Windows 10,3,74965,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,256,1024,0
204,212,HP,Notebook,15.6,4,No OS,2,18595,2.0,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,0,0,0
205,213,Lenovo,Notebook,15.6,8,No OS,2,29251,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
206,214,Huawei,Ultrabook,13.0,8,Windows 10,1,79867,2.7,Core i7,Intel,1,0,1,2160,1440,Intel,HD Graphics,620,512,0,0
207,215,Dell,Ultrabook,13.3,8,Windows 10,1,49651,1.8,Core i7,Intel,1,0,1,1920,1080,AMD,Radeon 530,530,256,0,0
208,216,Lenovo,Notebook,17.3,8,No OS,3,31382,2.5,Core i5,Intel,0,0,0,1600,900,Nvidia,GeForce GTX,940MX,0,1024,0
209,217,HP,Notebook,14.0,8,Windows 10,2,54932,1.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 930MX,930MX,256,0,0
210,218,Dell,Ultrabook,14.0,8,Windows 10,2,61219,1.6,Core i5,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,256,0,0
211,219,Dell,2 in 1 Convertible,13.3,16,Windows 10,2,68145,1.8,Core i7,Intel,1,1,0,1920,1080,Intel,UHD Graphics,620,512,0,0
212,220,Dell,Notebook,15.6,8,Linux,2,36089,1.6,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon 520,520,256,0,0
213,221,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,2,47899,1.6,Core i5,Intel,1,0,1,1920,1080,Intel,UHD Graphics,620,256,0,0
214,222,Toshiba,Ultrabook,13.3,8,Windows 10,1,72621,2.5,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,256,0,0
215,223,HP,Notebook,15.6,8,Windows 10,2,42304,1.6,Core i5,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,0,1024,0
216,224,Dell,Gaming,17.3,16,Windows 10,4,130874,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,256,1024,0
217,225,Acer,Notebook,15.6,8,Windows 10,2,44329,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 940MX,940MX,256,0,0
218,226,Dell,Notebook,15.6,16,Windows 10,2,45768,2.7,Core i7,Intel,1,1,0,1920,1080,AMD,Radeon R7,M445,0,1024,0
219,227,Asus,Notebook,15.6,8,Windows 10,2,40972,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce 920MX,,256,0,0
220,228,Asus,Notebook,17.3,8,Windows 10,3,47472,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,950M,256,0,0
221,229,HP,Notebook,15.6,8,Windows 10,2,67612,2.7,Core i7,Intel,1,0,0,1920,1080,AMD,FirePro W4190M,,0,1024,0
222,230,Asus,Notebook,15.6,4,Windows 10,2,21258,2.4,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,1024,0
223,231,HP,Notebook,15.6,4,Windows 10,2,17582,1.5,E-Series 9000e,AMD,0,0,0,1366,768,AMD,Radeon R2,R2,0,0,0
224,232,Lenovo,Gaming,15.6,16,Windows 10,3,79867,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,256,1024,0
225,233,Dell,Notebook,14.0,8,Windows 10,2,45768,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
226,234,Acer,2 in 1 Convertible,13.3,8,Windows 10,2,36710,2.3,Core i5,Intel,1,1,1,1920,1080,Intel,HD Graphics,520,256,0,0
227,235,Dell,Notebook,15.6,16,Linux,2,47899,2.7,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon R7,M445,256,0,0
228,236,Acer,Notebook,15.6,4,Linux,2,20779,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,0,1024,0
229,237,Asus,Notebook,15.6,4,Windows 10,2,30636,2.5,A10-Series A10-9620P,AMD,1,0,0,1920,1080,AMD,Radeon R5,M430,128,1024,0
230,238,Asus,Gaming,17.3,32,Windows 10,5,207259,2.9,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1080,512,1024,0
231,239,Acer,Gaming,15.6,8,Windows 10,3,45075,2.5,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1050,256,0,0
232,240,Lenovo,Notebook,15.6,8,Windows 10,7,31382,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,128,0,0
233,241,Asus,Notebook,17.3,8,Windows 10,2,61006,1.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 150MX,150MX,128,1024,0
234,242,Asus,Notebook,17.3,8,No OS,3,47366,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,950M,128,1024,0
235,243,Dell,Gaming,15.6,8,Windows 10,3,46833,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,256,0,0
236,244,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1,57489,2.7,Core i7,Intel,1,1,1,1920,1080,Intel,HD Graphics,620,256,0,0
237,245,Dell,Notebook,15.6,8,Windows 10,2,52481,1.8,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,128,0,0
238,246,HP,Notebook,15.6,8,Windows 10,2,29784,2.5,Core i5,Intel,0,1,0,1366,768,Intel,HD Graphics,620,0,1024,0
239,247,Asus,Gaming,17.3,16,Windows 10,4,159787,2.9,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1080,256,0,0
240,248,HP,Notebook,13.3,4,Windows 10,1,35964,1.6,Core i5,Intel,1,0,1,1920,1080,Intel,UHD Graphics,620,0,0,0
241,249,Apple,Ultrabook,13.3,8,macOS,1,108691,3.1,Core i5,Intel,0,0,1,2560,1600,Intel,Iris Plus,650,512,0,0
242,250,Dell,2 in 1 Convertible,15.6,8,Windows 10,2,43636,1.8,Core i7,Intel,1,1,1,1920,1080,Intel,UHD Graphics,620,0,1024,0
243,251,Asus,Gaming,17.3,16,Windows 10,4,95851,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,980M,256,1024,0
244,252,Asus,Notebook,15.6,4,Windows 10,2,24988,3.0,A9-Series 9420,AMD,0,0,0,1366,768,AMD,Radeon R5,M420,0,1024,0
245,253,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1,98515,1.8,Core i7,Intel,1,1,1,1920,1080,Intel,UHD Graphics,620,512,0,0
246,254,Acer,Notebook,17.3,4,Windows 10,3,37403,2.7,Core i3,Intel,1,0,1,1920,1080,Nvidia,GeForce MX130,MX130,256,0,0
247,255,Dell,Ultrabook,13.3,8,Windows 10,1,50563,1.6,Core i5,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,256,0,0
248,256,HP,Notebook,15.6,8,Windows 10,2,23758,2.5,A6-Series A6-9220,AMD,0,0,0,1366,768,AMD,Radeon R4,,128,0,0
249,257,HP,Notebook,17.3,16,Windows 10,3,56424,1.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce MX150,MX150,0,1024,0
250,258,MSI,Gaming,17.3,16,Windows 10,4,133147,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1070,512,1024,0
251,259,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2,90523,2.8,Core i7,Intel,1,1,1,1920,1080,Nvidia,GeForce GTX,1050M,512,0,0
252,260,Dell,Notebook,17.3,8,Windows 10,3,60846,1.8,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,128,1024,0
253,261,Lenovo,Notebook,15.6,4,No OS,2,23656,2.0,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,256,0,0
254,262,HP,Notebook,15.6,4,Windows 10,2,38468,1.6,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,0,0,0
255,263,Dell,Notebook,15.6,4,Windows 10,2,35005,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,0,1024,0
256,264,Dell,Notebook,15.6,8,Windows 10,2,30103,2.5,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon R5,M430,0,1024,0
257,265,Dell,2 in 1 Convertible,15.6,8,Windows 10,3,42571,1.6,Core i5,Intel,1,1,0,1920,1080,Intel,UHD Graphics,620,256,0,0
258,266,Asus,2 in 1 Convertible,13.3,8,Windows 10,4,79867,1.8,Core i7,Intel,1,1,0,1920,1080,Intel,UHD Graphics,620,512,0,0
259,268,HP,Notebook,17.3,8,Windows 10,3,54239,1.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 930MX,,0,1024,0
260,269,Lenovo,Notebook,15.6,8,Windows 10,2,46886,1.8,Core i7,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,256,0,0
261,270,Apple,Ultrabook,13.3,8,macOS,1,104370,2.9,Core i5,Intel,0,0,1,2560,1600,Intel,Iris Graphics,550,512,0,0
262,271,Asus,Gaming,17.3,16,Windows 10,3,82531,3.0,Ryzen 1700,AMD,1,0,0,1920,1080,AMD,Radeon RX,580,256,1024,0
263,272,Dell,Notebook,15.6,8,Linux,2,39165,1.8,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 520,520,256,0,0
264,273,Lenovo,2 in 1 Convertible,14.0,16,Windows 10,1,133147,2.6,Core i7,Intel,0,1,0,2560,1440,Intel,HD Graphics,520,512,0,0
265,274,Toshiba,Notebook,15.6,8,Windows 10,2,43263,2.5,Core i7,Intel,0,0,0,1366,768,Nvidia,GeForce 930M,930M,0,0,0
266,275,Dell,Notebook,15.6,12,Windows 10,2,37992,2.7,Core i7,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,1024,0
267,276,Dell,Notebook,17.3,8,Linux,3,58555,1.8,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,128,1024,0
268,277,Acer,Notebook,15.6,8,Windows 10,2,39694,1.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce MX130,MX130,0,1024,0
269,278,Lenovo,Notebook,17.3,4,Windows 10,3,26054,2.0,Core i3,Intel,0,0,0,1600,900,Intel,HD Graphics,520,0,1024,0
270,279,Lenovo,Notebook,17.3,8,No OS,3,45235,1.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce MX150,MX150,0,0,0
271,280,Lenovo,Notebook,17.3,6,Windows 10,3,45768,2.7,Core i7,Intel,0,0,0,1600,900,Nvidia,GeForce 940MX,940MX,128,1024,0
272,281,Dell,Notebook,15.6,4,Linux,2,22804,2.0,Core i3,Intel,1,0,0,1920,1080,AMD,Radeon R5,M430,0,1024,0
273,282,Lenovo,Gaming,15.6,8,Windows 10,3,44169,2.5,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1050,256,0,0
274,283,Lenovo,Notebook,15.6,6,Windows 10,2,30849,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
275,284,Acer,Notebook,15.6,8,Windows 10,3,50669,1.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce MX150,MX150,256,0,0
276,285,Acer,Notebook,15.6,12,Windows 10,2,35112,2.7,Core i7,Intel,1,1,1,1920,1080,Intel,HD Graphics,620,0,1024,0
277,286,Lenovo,Notebook,15.6,8,Windows 10,2,58448,2.7,Core i7,Intel,1,0,1,1920,1080,Intel,HD Graphics,630,256,0,0
278,287,Asus,Ultrabook,15.6,8,Windows 10,2,52055,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce 940MX,940MX,256,0,0
279,288,Lenovo,Gaming,15.6,16,Windows 10,3,62817,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,Ti,256,1024,0
280,289,Lenovo,Notebook,15.6,8,No OS,2,35112,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 940MX,940MX,0,1024,0
281,290,Acer,Notebook,15.6,2,Chrome OS,2,10603,1.5,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,,16,0,0
282,291,Asus,Gaming,17.3,8,Windows 10,3,63243,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,0,1024,0
283,292,HP,Notebook,17.3,8,Windows 10,3,26054,2.0,Core i3,Intel,0,0,0,1600,900,Intel,HD Graphics,520,0,1024,0
284,293,Dell,Notebook,15.6,8,Windows 10,2,97449,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,256,0,0
285,294,Lenovo,Notebook,15.6,8,Windows 10,2,39374,1.6,Core i5,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,256,0,0
286,295,Lenovo,Gaming,15.6,8,Windows 10,3,69211,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1060,0,1024,0
287,296,Acer,Notebook,15.6,8,Linux,3,52161,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,Ti,256,0,0
288,297,Dell,Workstation,17.3,16,Windows 10,3,153705,2.9,Core i7,Intel,1,0,0,1920,1080,Nvidia,Quadro M1200,M1200,256,0,0
289,298,Lenovo,Notebook,15.6,6,Windows 10,2,26587,2.4,A10-Series 9600P,AMD,1,0,0,1920,1080,AMD,Radeon R5,430,0,1024,0
290,299,Asus,Ultrabook,15.6,16,Windows 10,2,78215,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 940MX,940MX,512,0,0
291,300,Asus,Notebook,14.0,4,Windows 10,1,27120,2.4,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,620,128,0,0
292,301,Asus,Gaming,17.3,16,Windows 10,3,113060,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1070,256,1024,0
293,302,Lenovo,Notebook,17.3,6,Windows 10,6,34579,2.5,Core i5,Intel,0,0,0,1600,900,Nvidia,GeForce GTX,940M,0,1024,0
294,303,Lenovo,Notebook,15.6,8,No OS,2,29251,2.5,Core i5,Intel,0,0,0,1366,768,Nvidia,GeForce 940MX,940MX,0,0,0
295,304,Asus,Gaming,15.6,8,Windows 10,3,67399,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,Ti,128,1024,0
296,305,Lenovo,Notebook,15.6,4,No OS,2,19180,1.1,Pentium Quad,Intel,0,0,0,1366,768,Intel,HD Graphics,505,0,1024,0
297,306,HP,2 in 1 Convertible,13.3,16,Windows 10,1,105228,2.8,Core i7,Intel,1,1,0,1920,1080,Intel,HD Graphics,620,256,0,0
298,307,Toshiba,Notebook,15.6,8,Windows 10,2,55571,2.5,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce 930M,930M,256,0,0
299,308,Lenovo,Notebook,15.6,8,Windows 10,2,43636,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce 940MX,940MX,128,1024,0
300,309,HP,Notebook,15.6,4,Windows 10,2,24988,2.0,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,0,1024,0
301,310,Lenovo,Notebook,13.3,8,Windows 10,1,53227,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
302,311,Dell,Ultrabook,13.3,16,Windows 10,1,133147,1.8,Core i7,Intel,0,1,1,3840,2160,Intel,UHD Graphics,620,1,0,0
303,312,MSI,Gaming,15.6,16,Windows 10,3,111835,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1070,256,1024,0
304,313,Acer,Notebook,15.6,8,Windows 10,2,24988,2.2,A8-Series 7410,AMD,1,0,0,1920,1080,AMD,Radeon R5,R5,256,0,0
305,314,Asus,2 in 1 Convertible,11.6,2,Windows 10,1,14652,1.1,Celeron Dual,Intel,0,1,0,1366,768,Intel,HD Graphics,500,0,0,1
306,315,Dell,Notebook,15.6,8,Windows 10,2,44968,1.6,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,128,1024,0
307,316,HP,2 in 1 Convertible,13.3,16,Windows 10,1,130483,1.8,Core i7,Intel,0,1,1,3840,2160,Intel,UHD Graphics,620,1,0,0
308,317,Lenovo,Notebook,13.3,4,Chrome OS,1,24503,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,510,0,0,1
309,318,HP,Notebook,14.0,8,Windows 10,2,52214,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
310,319,Acer,Notebook,11.6,4,Windows 10,1,25841,1.6,Pentium Quad,Intel,0,0,0,1366,768,Intel,HD Graphics,405,0,0,1
311,320,HP,Notebook,14.0,8,Windows 10,1,68838,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
312,321,Lenovo,Notebook,17.3,4,Windows 10,3,31382,2.5,Core i5,Intel,0,0,0,1600,900,Nvidia,GeForce 920MX,920MX,0,1024,0
313,322,Asus,Notebook,14.0,8,Windows 10,2,58288,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
314,323,HP,Notebook,15.6,8,Windows 10,2,48059,1.8,Core i7,Intel,1,0,1,1366,768,Intel,UHD Graphics,620,0,1024,0
315,324,Acer,Notebook,15.6,8,Windows 10,2,35112,2.7,A12-Series 9720P,AMD,0,0,0,1366,768,AMD,Radeon RX,540,256,0,0
316,325,Lenovo,Notebook,14.0,4,Windows 10,1,15558,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,0,1
317,326,Acer,Notebook,15.6,6,Windows 10,8,29251,2.5,Core i5,Intel,0,0,0,1366,768,Intel,HD Graphics,620,0,1024,0
318,327,Asus,Ultrabook,15.6,8,Windows 10,2,55939,2.7,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce 940MX,940MX,256,0,0
319,328,HP,Ultrabook,12.5,8,Windows 10,1,71129,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
320,329,Dell,Notebook,15.6,32,Windows 10,2,140606,2.8,Core i7,Intel,0,1,0,3840,2160,Nvidia,GeForce GTX,1050,1,0,0
321,330,MSI,Gaming,17.3,8,Windows 10,3,63883,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,Ti,256,1024,0
322,331,Toshiba,Notebook,15.6,8,Windows 10,2,50243,2.5,Core i5,Intel,1,0,1,1920,1080,Intel,HD Graphics,620,256,0,0
323,332,Asus,Notebook,14.0,8,Windows 10,2,71076,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,1024,0
324,333,Lenovo,Notebook,15.6,4,Windows 10,2,23923,2.0,Core i3,Intel,1,0,0,1920,1080,Intel,HD Graphics,520,0,1024,0
325,334,Asus,Gaming,15.6,8,Windows 10,3,53227,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,256,0,0
326,335,HP,Notebook,14.0,8,Windows 10,1,67559,2.6,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
327,337,HP,Notebook,15.6,8,Windows 10,2,60952,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
328,338,Asus,Notebook,15.6,4,Linux,2,14651,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,1024,0
329,339,Dell,Notebook,15.6,8,Windows 10,2,60886,1.6,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce 940MX,940MX,256,0,0
330,340,Dell,Notebook,15.6,4,Linux,2,14647,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,,0,0,0
331,341,Lenovo,Notebook,15.6,12,Windows 10,2,47899,3.6,A12-Series 9720P,AMD,1,0,0,1920,1080,AMD,Radeon 530,530,0,0,0
332,342,HP,Notebook,15.6,8,Windows 10,2,38148,2.4,Core i3,Intel,1,0,1,1920,1080,Nvidia,GeForce 930MX,,0,1024,0
333,343,Lenovo,2 in 1 Convertible,13.9,16,Windows 10,1,111835,1.8,Core i7,Intel,0,1,1,3840,2160,Intel,UHD Graphics,620,512,0,0
334,344,Dell,Ultrabook,13.3,8,Windows 10,1,84129,1.8,Core i7,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,256,0,0
335,345,Lenovo,Gaming,15.6,16,Windows 10,2,60153,2.8,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,Ti,256,0,0
336,346,HP,Notebook,14.0,2,Windows 10,1,14865,1.6,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,400,0,0,1
337,347,Dell,Ultrabook,15.6,16,Windows 10,2,85672,1.9,Core i7,Intel,1,0,0,1920,1080,Intel,UHD Graphics,620,512,0,0
338,348,Asus,2 in 1 Convertible,11.6,4,Windows 10,2,19980,1.1,Celeron Dual,Intel,0,1,0,1366,768,Intel,HD Graphics,500,0,0,1
339,349,Dell,Ultrabook,15.6,8,Windows 10,0,35325,1.6,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,0,1024,0
340,351,HP,Notebook,15.6,8,Windows 10,2,69477,2.7,Core i7,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
341,352,MSI,Gaming,17.3,8,Windows 10,3,75072,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1060,128,1024,0
342,353,HP,Workstation,15.6,8,Windows 10,3,92615,2.8,Core i7,Intel,1,0,0,1920,1080,Nvidia,Quadro M1200,M1200,256,0,0
343,354,Toshiba,Notebook,15.6,16,Windows 10,2,74752,2.5,Core i7,Intel,1,0,1,1920,1080,Nvidia,GeForce 930M,930M,512,0,0
344,355,Dell,Notebook,15.6,8,Windows 10,2,51730,1.8,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,128,0,0
345,356,Lenovo,Notebook,15.6,4,No OS,2,17156,1.1,Celeron Dual,Intel,0,0,0,1366,768,Intel,HD Graphics,500,0,1024,0
346,357,Dell,Gaming,15.6,8,Windows 10,3,53227,2.5,Core i5,Intel,1,0,0,1920,1080,Nvidia,GeForce GTX,1050,0,1024,0
347,358,Dell,Notebook,15.6,8,Windows 10,2,29697,2.5,Core i5,Intel,0,1,0,1366,768,Intel,HD Graphics,620,0,0,0
348,359,Dell,Notebook,14.0,8,Windows 10,1,76031,2.6,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
349,360,HP,Notebook,15.6,4,Windows 10,2,23390,2.0,Core i3,Intel,0,0,0,1366,768,Intel,HD Graphics,520,0,0,0
350,361,Asus,Notebook,14.0,8,Windows 10,2,50350,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,256,0,0
351,362,Lenovo,Notebook,17.3,6,Windows 10,3,38308,2.5,Core i5,Intel,0,0,0,1600,900,Nvidia,GeForce GTX,940MX,128,1024,0
352,363,HP,Notebook,15.6,8,Windows 10,2,34046,2.5,Core i5,Intel,1,0,0,1920,1080,Intel,HD Graphics,620,0,1024,0
353,364,Lenovo,Notebook,15.6,8,No OS,2,26587,2.0,Core i3,Intel,0,0,0,1366,768,Nvidia,GeForce 920MX,,256,0,0
354,365,HP,Notebook,15.6,8,Windows 10,2,20726,1.6,Pentium Quad,Intel,0,0,0,1366,768,Intel,HD Graphics,405,0,0,0
355,366,Dell,Notebook,17.3,8,Windows 10,3,57809,1.6,Core i5,Intel,1,0,0,1920,1080,AMD,Radeon 530,530,128,1024,0
356,367,Lenovo,Gaming,15.6,8,No OS,2,43104,2.5,Core i5,Intel,1,0,1,1920,1080,Nvidia,GeForce GTX,1050,128,1024,0
357,368,Dell,Notebook,15.6,8,Windows 10,2,47899,2.7,Core i7,Intel,1,0,0,1920,1080,AMD,Radeon R7,M445,256,0,0
